protein_A_id	protein_B_id	type	context	references
ChEBI:456215	uniprotkb:Q9NQL2	enzymatic reaction	reactome:R-HSA-447074	18439900
uniprotkb:P42345	ChEBI:30616	physical association	reactome:R-HSA-447074	18439900
uniprotkb:P04637	ChEBI:30616	physical association	reactome:R-HSA-6805470	24874608|15866171
uniprotkb:Q13131	uniprotkb:P04637	enzymatic reaction	reactome:R-HSA-6805470	24874608|15866171
uniprotkb:P54646	uniprotkb:Q86TI0	enzymatic reaction	reactome:R-HSA-1454699	17995453|20701589|21454505|20837646
uniprotkb:Q86TI0	ChEBI:30616	physical association	reactome:R-HSA-1454699	17995453|20701589|21454505|20837646
ChEBI:58189	uniprotkb:P10636	physical association	reactome:R-NUL-9619539	21204788
uniprotkb:P48728	uniprotkb:P23434	enzymatic reaction	reactome:R-HSA-5693977	6469978
ChEBI:15635	uniprotkb:P23434	physical association	reactome:R-HSA-5693977	6469978
uniprotkb:P10997	uniprotkb:P30988	physical association	reactome:R-HSA-420265	9620797|1331173|2608057
reactome:R-ALL-9733283	uniprotkb:O60896	physical association	reactome:R-HSA-9733292	24169554|9212325
uniprotkb:P35222	uniprotkb:Q9BY76	physical association	reactome:R-HSA-9762246	28740178
uniprotkb:Q9BY76	uniprotkb:P55287	physical association	reactome:R-HSA-9762333	28740178
uniprotkb:Q6UXH0	uniprotkb:Q9Y5C1	physical association	reactome:R-HSA-8856525	22569073|24960069|23150577
uniprotkb:Q9HCJ1	ChEBI:33019	enzymatic reaction	reactome:R-HSA-5226964	11326272|13130483|11326338|12297989|12297987
uniprotkb:P30153	uniprotkb:Q86XL3	physical association	reactome:R-HSA-9667965	22770216
uniprotkb:Q99986	uniprotkb:Q86XL3	physical association	reactome:R-HSA-2995389	22770216
uniprotkb:Q86XL3	ChEBI:57540	physical association	reactome:R-HSA-9667952	27875273|22770216
uniprotkb:Q8IXJ6	uniprotkb:Q86XL3	deacetylation reaction	reactome:R-HSA-9667952	27875273|22770216
reactome:R-ALL-9659590	uniprotkb:Q5XXA6	physical association	reactome:R-HSA-9659611	19808995|26359375|26562072|23616951
uniprotkb:Q5XXA6	ChEBI:17996	enzymatic reaction	reactome:R-HSA-9659568	22946059|18724360|21984732
uniprotkb:Q9NQ90	ChEBI:29108	physical association	reactome:R-HSA-9712195	24243840
uniprotkb:Q9NQ90	ChEBI:17996	enzymatic reaction	reactome:R-HSA-9712204	19474308
uniprotkb:P15541	uniprotkb:P01019	cleavage reaction	reactome:R-NUL-2022369	1978675
ChEBI:29105	uniprotkb:P01019	cleavage reaction	reactome:R-HSA-2022393	24243840
uniprotkb:Q9H6X2	ChEBI:29108	physical association	reactome:R-HSA-5210909	17335404|15326297|20433851|15044490|15243628|19627991
uniprotkb:P13423	ChEBI:29108	physical association	reactome:R-HSA-5210932	17335404|15326297|20433851|15044490|15243628|19627991
uniprotkb:P19801	ChEBI:58432	oxidoreductase activity electron transfer reaction	reactome:R-HSA-5696131	19764817
uniprotkb:O75106	ChEBI:15760	oxidoreductase activity electron transfer reaction	reactome:R-HSA-5696146	19588076|17400359
uniprotkb:Q16853	ChEBI:225238	oxidoreductase activity electron transfer reaction	reactome:R-HSA-5696183	9653080|19588076|17400359
uniprotkb:Q06278	ChEBI:17310	oxidoreductase activity electron transfer reaction	reactome:R-HSA-3204311	22279051
reactome:R-HSA-9029441	uniprotkb:P17275	physical association	reactome:R-HSA-9031575	28076410|22065583
reactome:R-HSA-3797198	uniprotkb:P05412	physical association	reactome:R-HSA-3797196	18267069
reactome:R-HSA-4568733	uniprotkb:P01100	physical association	reactome:R-HSA-4568737	8884985|23846687|14679213|22634325|10432220|8939459|8688489
uniprotkb:Q92754	uniprotkb:Q92481	physical association	reactome:R-HSA-8864278	1998122|2010091
uniprotkb:O14964	uniprotkb:O75843	physical association	reactome:R-HSA-5671702	11333915|20708039|9733768|16867982
reactome:R-ALL-9648300	uniprotkb:P63010	physical association	reactome:R-HSA-9681616	12429842|17522231
uniprotkb:Q9Y6B7	uniprotkb:P05067	physical association	reactome:R-HSA-5229132	21620353|10436028|20230749|11139587|19559397
uniprotkb:Q9NQS1	uniprotkb:O14727	physical association	reactome:R-HSA-6805507	10949025
uniprotkb:Q96GX9	uniprotkb:P99999	physical association	reactome:R-HSA-6804596	24367089
uniprotkb:P45983	uniprotkb:Q16695	physical association	reactome:R-HSA-5683986	19234442
uniprotkb:P13798	ChEBI:83690	cleavage reaction	reactome:R-HSA-5691512	2006156|1861871
uniprotkb:Q8NCW5	ChEBI:64085	isomerase reaction	reactome:R-HSA-6806966	21994945|11991719
uniprotkb:Q0VD83	uniprotkb:P55056	physical association	reactome:R-HSA-8854408	10191299|12658354|9633939|10852956|15591219|12700342
ChEBI:17336	uniprotkb:O95445	physical association	reactome:R-HSA-5246478	17525477|18460466
uniprotkb:Q7LC44	uniprotkb:Q99963	physical association	reactome:R-HSA-9619838	9808461|17088211|29559111|25748042|16339507|16732277|17088212
uniprotkb:P84077	uniprotkb:Q15643	physical association	reactome:R-HSA-8847875	10189370|12383348|15504911|18451304|19715559
uniprotkb:P18085	uniprotkb:P08100	physical association	reactome:R-HSA-5620914	19153612|16537653|22389062|16782012|22983554|23567335|21775626|15728366
ChEBI:37565	uniprotkb:P40616	physical association	reactome:R-HSA-6814086	12620188|16936697|15077114|15077113|16042553|14580338
uniprotkb:P20936	uniprotkb:Q9NRY4	physical association	reactome:R-HSA-8849094	18829532
ChEBI:37565	uniprotkb:Q9NRY4	physical association	reactome:R-HSA-8849085	16308318|9407060|18829532
uniprotkb:O94813	uniprotkb:Q9C0H5	physical association	reactome:R-HSA-428536	24243840
uniprotkb:O43924	uniprotkb:Q3SXY8	physical association	reactome:R-HSA-5624953	23150559
uniprotkb:P53365	uniprotkb:P40616	physical association	reactome:R-HSA-6814094	11346801|8670882|11303027
uniprotkb:Q9UIL1	uniprotkb:P40616	physical association	reactome:R-HSA-6814096	22354037|11303027|22717455
uniprotkb:P36404	uniprotkb:P0DP23	physical association	reactome:R-HSA-9654523	22002721|24725411|25759176|21170358
uniprotkb:Q9Y2Y0	ChEBI:37565	physical association	reactome:R-HSA-5250217	19368893|18981177
uniprotkb:P12235	ChEBI:37565	physical association	reactome:R-HSA-5250209	19368893|18981177
uniprotkb:P36405	uniprotkb:Q7Z494	physical association	reactome:R-HSA-5624133	16525022|22085962
uniprotkb:P32745	ChEBI:37565	physical association	reactome:R-HSA-5624126	15258860|20603001|22139371|25443296|22072986|24296415|19575670|22389062|15314642
uniprotkb:Q9ULH0	ChEBI:30616	physical association	reactome:R-HSA-169905	16284401
uniprotkb:Q9ULH0	uniprotkb:P01138	physical association	reactome:R-HSA-169891	24243840
uniprotkb:P01185	uniprotkb:P49407	physical association	reactome:R-HSA-8866269	8553074|12958364|24680432|16460808|8837779|16903783|26829388|12464600|16516836|7822302|24186068|17456551|19853559
uniprotkb:P15289	uniprotkb:P07602	enzymatic reaction	reactome:R-HSA-1606807	239890|1670590|2562955|235289|9521684|10196694|1352993|7628016|1678251|12888274
uniprotkb:P15289	ChEBI:90163	enzymatic reaction	reactome:R-HSA-9840949	11350180|5164093
uniprotkb:P15848	ChEBI:63512	enzymatic reaction	reactome:R-HSA-1793207	9521684|738706|7628016|12888274
uniprotkb:P15848	ChEBI:63519	enzymatic reaction	reactome:R-HSA-1606789	9521684|738706|7628016|12888274
uniprotkb:P08842	ChEBI:59696	enzymatic reaction	reactome:R-HSA-1606839	1539590|2953589|2668275|6417417|1606923|9252398
uniprotkb:P56159	uniprotkb:Q5T4W7	physical association	reactome:R-HSA-8853800	9883723
uniprotkb:Q9H2C2	ChEBI:16113	enzymatic reaction	reactome:R-HSA-5250531	12145310|11063737
ChEBI:13719	uniprotkb:P02768	physical association	reactome:R-HSA-9749590	19836360|5773090
ChEBI:13719	uniprotkb:P23219	physical association	reactome:R-HSA-2314678	8175750|7552725
uniprotkb:P35354	ChEBI:13719	physical association	reactome:R-HSA-2314686	21467029|8175750
uniprotkb:Q13510	ChEBI:83273	enzymatic reaction	reactome:R-HSA-1606602	29692406|10406958|10993717|8955159|7744740
uniprotkb:Q9ULH1	ChEBI:37565	physical association	reactome:R-HSA-5620918	16136078|9819391|18685082|19153612|16431365|23945166|22983554|23567335|16038802
uniprotkb:Q9ULH1	uniprotkb:P62491	physical association	reactome:R-HSA-5620921	17628206|17030804|17007872|18685082|19153612|22983554|23567335
uniprotkb:Q9UDY8	uniprotkb:Q9ULZ3	physical association	reactome:R-HSA-5660662	22267217|12646168
uniprotkb:Q9NY37	ChEBI:29101	enzymatic reaction	reactome:R-HSA-2671885	10767424|9571199|9744806|11588175|8626462|18662336|9037075
reactome:R-ALL-9649959	uniprotkb:Q9UHC3	physical association	reactome:R-HSA-9649963	12393854|11588175
uniprotkb:Q8TAV4	uniprotkb:Q9NY37	physical association	reactome:R-HSA-8863494	22773952
uniprotkb:P45381	ChEBI:21547	enzymatic reaction	reactome:R-HSA-5691507	17027983|16669630|17194761
uniprotkb:Q86U10	ChEBI:58048	enzymatic reaction	reactome:R-HSA-6797627	24657844
ChEBI:16810	uniprotkb:P00740	physical association	reactome:R-HSA-9631355	1856229|6688526|1378441
uniprotkb:Q12797	uniprotkb:P00740	enzymatic reaction	reactome:R-HSA-9631355	1856229|6688526|1378441
uniprotkb:Q7L266	ChEBI:2877	cleavage reaction	reactome:R-HSA-5696365	22891768|22861376|24768817|19839645
uniprotkb:P03372	uniprotkb:Q6PL18	physical association	reactome:R-HSA-8937369	23684889|19318566|26308378|20581866|17998543|19843847
uniprotkb:Q5SQI0	ChEBI:58189	acetylation reaction	reactome:R-HSA-5618328	20603001|9427680|23071318|24906155|21068373|20829795|24097348|19823565|17084703|19081074
uniprotkb:Q5QNW6	ChEBI:57288	physical association	reactome:R-HSA-3318415	10821277
uniprotkb:P15336	uniprotkb:Q5QNW6	acetylation reaction	reactome:R-HSA-3318415	10821277
reactome:R-HSA-5642307	uniprotkb:P17676	physical association	reactome:R-HSA-9635915	11677247|15385533
uniprotkb:P18848	reactome:R-HSA-9653748	physical association	reactome:R-HSA-9653742	24243840
uniprotkb:P18848	uniprotkb:P53567	physical association	reactome:R-HSA-9635927	15781252|15775988
uniprotkb:P18848	reactome:R-HSA-5642256	physical association	reactome:R-HSA-9635804	17267404|14630918|17726049|10982836|11018027
reactome:R-HSA-5642232	uniprotkb:P18848	physical association	reactome:R-HSA-9635892	23269699|16989641|29413899|15385533
uniprotkb:P18848	reactome:R-HSA-3858376	physical association	reactome:R-HSA-9635936	16026328
uniprotkb:P18848	reactome:R-HSA-5642256	physical association	reactome:R-HSA-9655086	17267404|14630918|17726049|10982836
uniprotkb:P18848	reactome:R-HSA-9654776	physical association	reactome:R-HSA-9654752	24243840
uniprotkb:P18848	uniprotkb:P17676	physical association	reactome:R-HSA-9653893	25931127
uniprotkb:P18850	reactome:R-HSA-381130	physical association	reactome:R-HSA-381158	12110171|15657421|11821395
reactome:R-HSA-381130	uniprotkb:Q99941	physical association	reactome:R-HSA-8874162	24243840
uniprotkb:Q6VMQ6	uniprotkb:Q15047	physical association	reactome:R-HSA-5159250	14536086
uniprotkb:Q9H1Y0	uniprotkb:Q9H0Y0	physical association	reactome:R-HSA-5682010	22682742|16963840
uniprotkb:O95352	uniprotkb:O94817	physical association	reactome:R-HSA-5681980	11096062
uniprotkb:Q9H0Y0	uniprotkb:O95352	physical association	reactome:R-HSA-5682893	24243840
uniprotkb:Q9H1Y0	uniprotkb:O94817	physical association	reactome:R-HSA-5682012	24243840
uniprotkb:Q13315	uniprotkb:P50542	physical association	reactome:R-HSA-9664850	27068951|26344566
uniprotkb:Q13315	uniprotkb:Q92630	enzymatic reaction	reactome:R-HSA-6798372	19965871
uniprotkb:Q92630	ChEBI:30616	physical association	reactome:R-HSA-6798372	19965871
uniprotkb:Q13315	uniprotkb:Q99502	enzymatic reaction	reactome:R-HSA-5683964	19351884|19234442
ChEBI:30616	uniprotkb:Q99502	physical association	reactome:R-HSA-5683964	19351884|19234442
ChEBI:30616	uniprotkb:P49959	physical association	reactome:R-HSA-5682598	20023648
ChEBI:30616	uniprotkb:Q14676	physical association	reactome:R-HSA-5693536	18006705|12607003|22234877
uniprotkb:Q13315	uniprotkb:Q00987	enzymatic reaction	reactome:R-HSA-6804955	21986495|19816404
ChEBI:30616	uniprotkb:Q00987	physical association	reactome:R-HSA-6804955	21986495|19816404
ChEBI:30616	uniprotkb:Q13315	physical association	reactome:R-HSA-5693598	10802669|10766245|15064416|12773400
uniprotkb:Q9HB75	ChEBI:30616	physical association	reactome:R-HSA-6800490	22854598
uniprotkb:Q13315	uniprotkb:Q9HB75	enzymatic reaction	reactome:R-HSA-6800490	22854598
uniprotkb:Q13315	ChEBI:30616	physical association	reactome:R-HSA-5684140	23468639
uniprotkb:P04637	ChEBI:30616	physical association	reactome:R-HSA-5693609	9843217|9733515|9733514
uniprotkb:Q13315	uniprotkb:P04637	enzymatic reaction	reactome:R-HSA-5693609	9843217|9733515|9733514
ChEBI:30616	uniprotkb:P16104	physical association	reactome:R-HSA-5683425	12447390|12697768|19176521|17553757
uniprotkb:Q13315	uniprotkb:Q8N0Z6	enzymatic reaction	reactome:R-HSA-6804276	15448695|18833288
ChEBI:30616	uniprotkb:Q8N0Z6	physical association	reactome:R-HSA-6804276	15448695|18833288
uniprotkb:Q92993	ChEBI:30616	physical association	reactome:R-HSA-5682983	17525332|21293379
ChEBI:30616	uniprotkb:Q8TAQ5	physical association	reactome:R-HSA-6799097	19377469|22334068
uniprotkb:Q13315	uniprotkb:Q8TAQ5	enzymatic reaction	reactome:R-HSA-6799097	19377469|22334068
ChEBI:30616	uniprotkb:P49959	physical association	reactome:R-HSA-5693549	11934988|10959836|9488723|11571274|12792649|19234442
reactome:R-ALL-75165	uniprotkb:Q16695	physical association	reactome:R-HSA-5693602	11893489|11934988|10959836|12792649|15279782
uniprotkb:Q13315	uniprotkb:P50542	physical association	reactome:R-HSA-9664879	20966255
uniprotkb:P11055	uniprotkb:P08590	dephosphorylation reaction	reactome:R-HSA-390593	10747208
uniprotkb:P0DMV8	ChEBI:30616	physical association	reactome:R-HSA-5618107	22318716
uniprotkb:Q13546	ChEBI:30616	physical association	reactome:R-HSA-9687625	29930286
ChEBI:30616	uniprotkb:Q99572	physical association	reactome:R-HSA-9660822	26116704
uniprotkb:Q99572	ChEBI:30616	physical association	reactome:R-HSA-877178	24243840
uniprotkb:Q13190	ChEBI:30616	physical association	reactome:R-HSA-8847638	24119662|19164740
uniprotkb:P46459	ChEBI:30616	physical association	reactome:R-HSA-6814678	8620540|9177194|10445031|15037235|19164740|21689688|10559959|12070132
uniprotkb:Q14566	ChEBI:30616	physical association	reactome:R-HSA-9749350	24243840
uniprotkb:Q9UN42	uniprotkb:Q13573	physical association	reactome:R-HSA-5252001	17592128
uniprotkb:Q93084	ChEBI:29108	enzymatic reaction	reactome:R-HSA-427910	15754088|7702581|23362265|7929371|2953725
uniprotkb:O14983	ChEBI:29108	enzymatic reaction	reactome:R-HSA-418365	7702581|2953725
uniprotkb:P23634	ChEBI:29108	enzymatic reaction	reactome:R-HSA-418309	5961668|2844759
uniprotkb:P29475	uniprotkb:P23634	physical association	reactome:R-HSA-5617178	19278978|23549614
uniprotkb:O00244	ChEBI:30616	physical association	reactome:R-HSA-6803545	26055706|23028306|22389498
uniprotkb:Q04656	uniprotkb:O00244	enzymatic reaction	reactome:R-HSA-6803545	26055706|23028306|22389498
uniprotkb:Q13535	uniprotkb:P62805	physical association	reactome:R-HSA-912450	19146767
uniprotkb:Q13535	uniprotkb:Q9BX26	enzymatic reaction	reactome:R-HSA-912470	11673449|19146767
uniprotkb:P62805	ChEBI:30616	physical association	reactome:R-HSA-912470	11673449|19146767
reactome:R-HSA-6785117	ChEBI:30616	physical association	reactome:R-HSA-6788392	20670894|22258451|23698467|23723247|16943440|18931676
uniprotkb:Q8WXE1	uniprotkb:P04637	enzymatic reaction	reactome:R-HSA-6799332	10435622|9925639
uniprotkb:P04637	ChEBI:30616	physical association	reactome:R-HSA-6799332	10435622|9925639
uniprotkb:Q9UER7	uniprotkb:P46100	physical association	reactome:R-HSA-9007926	12953102
uniprotkb:Q9UER7	uniprotkb:Q16695	physical association	reactome:R-HSA-9670101	26055325
uniprotkb:P54252	uniprotkb:P54727	physical association	reactome:R-HSA-5688786	10915768
uniprotkb:P54252	uniprotkb:P55072	physical association	reactome:R-HSA-5688834	10915768
uniprotkb:O60260	uniprotkb:P54252	physical association	reactome:R-HSA-5689085	20940148
reactome:R-ALL-450444	uniprotkb:Q14103	physical association	reactome:R-HSA-450434	19074427|10559216|17486099|14976220|12819194|8246982|18573886|12819195|15257295|18240226|12944492|9346902|11124962
uniprotkb:O14965	ChEBI:30616	physical association	reactome:R-HSA-8853444	21807936
uniprotkb:Q6PGQ7	ChEBI:30616	physical association	reactome:R-HSA-3000310	18566290|12207013|18615013
uniprotkb:P04637	ChEBI:30616	physical association	reactome:R-HSA-6805103	19121998|14702041
uniprotkb:O14965	uniprotkb:P04637	enzymatic reaction	reactome:R-HSA-6805103	19121998|14702041
uniprotkb:P04637	uniprotkb:Q96GD4	physical association	reactome:R-HSA-6805122	20959462
uniprotkb:P60953	ChEBI:30616	physical association	reactome:R-HSA-5666160	21397845
uniprotkb:Q96GD4	uniprotkb:P51608	enzymatic reaction	reactome:R-HSA-9023132	24243840
ChEBI:30616	uniprotkb:P51608	physical association	reactome:R-HSA-9023132	24243840
ChEBI:30616	uniprotkb:Q96GD4	physical association	reactome:R-HSA-6805126	20959462
uniprotkb:P37288	uniprotkb:P01185	physical association	reactome:R-HSA-388468	7929452|8106369|2991279|4065330
uniprotkb:P30518	uniprotkb:P01185	physical association	reactome:R-HSA-392263	1534149|2991279|4065330
uniprotkb:P30518	uniprotkb:P63092	physical association	reactome:R-HSA-432188	9756892|8621513
uniprotkb:P01185	ChEBI:37565	physical association	reactome:R-HSA-432195	10649434|11968001
uniprotkb:P30518	reactome:R-ALL-9667573	physical association	reactome:R-HSA-9667569	16672911|30303493|24766294|17699341|9884074|9651149|9459574|17105757|20973922|18508290|15327388
uniprotkb:P37288	reactome:R-ALL-9667393	physical association	reactome:R-HSA-9667456	12446593|9264324
reactome:R-ALL-9667607	uniprotkb:P37288	physical association	reactome:R-HSA-9667619	4061066|20463780|30962532|7802081
uniprotkb:P30518	reactome:R-ALL-9667393	physical association	reactome:R-HSA-9667563	6401806|16333859|2115785
ChEBI:57379	uniprotkb:P12271	physical association	reactome:R-HSA-2465919	24799687|16106050|28096191
uniprotkb:Q6E213	uniprotkb:P12271	enzymatic reaction	reactome:R-HSA-2465919	24799687|16106050|28096191
uniprotkb:Q9NP31	ChEBI:30616	physical association	reactome:R-HSA-5357429	22327215
uniprotkb:Q9NP31	uniprotkb:P30530	physical association	reactome:R-HSA-5357432	22327215
uniprotkb:O95076	reactome:R-HSA-9730399	physical association	reactome:R-HSA-9858238	27806375|15226305|9676189
uniprotkb:P12273	uniprotkb:P25311	physical association	reactome:R-HSA-5252072	9114041|19262752|1955075|18930737|14984739
uniprotkb:P35354	ChEBI:77016	oxidoreductase activity electron transfer reaction	reactome:R-HSA-9020261	17244615|12391014
uniprotkb:P35354	ChEBI:77016	oxidoreductase activity electron transfer reaction	reactome:R-HSA-9027627	12391014|20436486
uniprotkb:P35354	ChEBI:77224	oxidoreductase activity electron transfer reaction	reactome:R-HSA-9027607	12391014|20436486
uniprotkb:P35354	ChEBI:28364	oxidoreductase activity electron transfer reaction	reactome:R-HSA-9018880	11034610|21206090
uniprotkb:P22303	ChEBI:15355	enzymatic reaction	reactome:R-HSA-372519	11053835|1748670|18457821
reactome:R-HSA-9761730	uniprotkb:O15525	physical association	reactome:R-HSA-9761812	12234984|21775727|32649885|33859744|32303435|22965115|22789539|32582032
reactome:R-HSA-9761709	uniprotkb:Q92793	physical association	reactome:R-HSA-9761815	28985506|31597407|32284348|22667998|12235164|10821856|33043019|32601262|33462411|25002527
reactome:R-HSA-9759080	uniprotkb:Q09472	physical association	reactome:R-HSA-9759141	11309284|9240432|20460467|32284348|15520857
uniprotkb:Q09472	reactome:R-HSA-9760038	physical association	reactome:R-HSA-9760097	12234984|9240432|32284348|29959055|19273602
reactome:R-HSA-9795735	uniprotkb:Q92793	physical association	reactome:R-HSA-9796077	23667609
uniprotkb:Q09472	reactome:R-HSA-9795747	physical association	reactome:R-HSA-9796065	25349122|31771235
uniprotkb:Q09472	reactome:R-HSA-9795737	physical association	reactome:R-HSA-9796039	28112439
reactome:R-HSA-9795742	uniprotkb:Q09472	physical association	reactome:R-HSA-9796048	20682644
uniprotkb:Q09472	uniprotkb:O60675	physical association	reactome:R-HSA-9796051	24921206
reactome:R-HSA-9795746	uniprotkb:O60675	physical association	reactome:R-HSA-9796068	26482881|21087962
reactome:R-HSA-8948460	uniprotkb:Q92793	physical association	reactome:R-HSA-9796059	22275372
uniprotkb:Q92793	reactome:R-HSA-8948464	physical association	reactome:R-HSA-9796084	23275004
uniprotkb:Q09472	reactome:R-HSA-5642238	physical association	reactome:R-HSA-9796066	35071413
uniprotkb:Q09472	uniprotkb:O60675	physical association	reactome:R-HSA-9796082	33916908
reactome:R-HSA-5662569	uniprotkb:Q09472	physical association	reactome:R-HSA-9760099	12234984|11309284|10733945|19273602
reactome:R-HSA-9760036	uniprotkb:Q92793	physical association	reactome:R-HSA-9760103	12234984|11309284|22995213|10733945|32284348|19273602
reactome:R-HSA-8962726	uniprotkb:Q09472	physical association	reactome:R-HSA-9796050	17925401
uniprotkb:O60675	reactome:R-HSA-9762042	physical association	reactome:R-HSA-9796080	22581777|11940647
uniprotkb:Q92793	uniprotkb:O60675	physical association	reactome:R-HSA-9796064	20628156|24463449
reactome:R-HSA-9795748	uniprotkb:P08047	physical association	reactome:R-HSA-9796069	27588483
uniprotkb:Q09472	uniprotkb:O60675	physical association	reactome:R-HSA-9796049	7959763|23027624
uniprotkb:Q09472	reactome:R-HSA-9795738	physical association	reactome:R-HSA-9796058	24041992|15728556
uniprotkb:Q92793	reactome:R-HSA-5649944	physical association	reactome:R-HSA-9759332	20460467|32284348|17234762|12506115|19273602
uniprotkb:P26358	reactome:R-HSA-9701417	physical association	reactome:R-HSA-9851058	21715655
reactome:R-HSA-9850864	uniprotkb:P40763	physical association	reactome:R-HSA-9851062	21715655
reactome:R-HSA-9701417	uniprotkb:Q96ST3	physical association	reactome:R-HSA-9701557	21715655|30692217
uniprotkb:P40763	reactome:R-HSA-6804192	physical association	reactome:R-HSA-9701549	30692217|25115512
reactome:R-HSA-5660405	uniprotkb:P40763	physical association	reactome:R-HSA-9851064	19887607|21715655|16861352
uniprotkb:P0DTC5	uniprotkb:P0DTC7	physical association	reactome:R-HSA-9694528	23202509|16894145|15807784|15194747|16840309|15781262
uniprotkb:P59596	uniprotkb:P59635	physical association	reactome:R-HSA-9686174	23202509|16894145|15807784|15194747|16840309|15781262
uniprotkb:Q13951	uniprotkb:P25440	physical association	reactome:R-HSA-8951977	24229708
uniprotkb:Q9NTI5	ChEBI:57288	physical association	reactome:R-HSA-2473152	15958495|8291532|15821733|22101327|18411254|18614053
uniprotkb:Q56NI9	uniprotkb:Q9NTI5	acetylation reaction	reactome:R-HSA-2473152	15958495|8291532|15821733|22101327|18411254|18614053
uniprotkb:Q56NI9	reactome:R-ALL-1638790	acetylation reaction	reactome:R-HSA-2468039	15958495|22885700|22101327|18614053|21111234
ChEBI:57288	reactome:R-ALL-1638790	physical association	reactome:R-HSA-2468039	15958495|22885700|22101327|18614053|21111234
uniprotkb:P20309	ChEBI:15355	physical association	reactome:R-HSA-400012	16753580|17919190|17900700|11588141
uniprotkb:Q15904	ChEBI:30616	enzymatic reaction	reactome:R-HSA-917841	17662945
uniprotkb:Q9UHY7	ChEBI:58828	dephosphorylation reaction	reactome:R-HSA-1237129	15843022
uniprotkb:Q9BV57	ChEBI:58795	oxidoreductase activity electron transfer reaction	reactome:R-HSA-1237119	17786183
uniprotkb:P10826	reactome:R-ALL-9009800	physical association	reactome:R-HSA-9009817	19144697
ChEBI:30616	uniprotkb:Q13951	physical association	reactome:R-HSA-8939963	23389849
uniprotkb:P31749	uniprotkb:Q13950	enzymatic reaction	reactome:R-HSA-8939963	23389849
uniprotkb:P31749	uniprotkb:Q08775	enzymatic reaction	reactome:R-NUL-8939977	23389849
uniprotkb:Q13951	ChEBI:30616	physical association	reactome:R-NUL-8939977	23389849
ChEBI:17347	uniprotkb:Q13950	physical association	reactome:R-HSA-8877902	19389811
uniprotkb:Q13315	uniprotkb:P00519	enzymatic reaction	reactome:R-HSA-5686578	9168116
ChEBI:30616	uniprotkb:P00519	physical association	reactome:R-HSA-5686578	9168116
ChEBI:30616	uniprotkb:O76064	physical association	reactome:R-HSA-5686704	15468306|15723659|15574327
uniprotkb:P63092	ChEBI:30616	enzymatic reaction	reactome:R-HSA-164377	3104109
uniprotkb:P40145	ChEBI:30616	enzymatic reaction	reactome:R-HSA-381607	7589461|10318832|15569269|13680124|9417641|17306374
uniprotkb:P31749	uniprotkb:Q7L523	enzymatic reaction	reactome:R-HSA-377186	17517883|18372248|12524439|17277771|17386266
uniprotkb:Q9HB90	ChEBI:30616	physical association	reactome:R-HSA-377186	17517883|18372248|12524439|17277771|17386266
uniprotkb:P36507	ChEBI:30616	physical association	reactome:R-HSA-9610153	11278445|16939974|9560161|12676795
uniprotkb:P27361	uniprotkb:P36507	physical association	reactome:R-HSA-9610152	16939974|27503831|9560161
reactome:R-HSA-3788729	uniprotkb:P19838	physical association	reactome:R-HSA-3857305	20351173|8617720|18411265|2405250|19805069|8234276|18555778|2183031|20452968
reactome:R-HSA-3788737	uniprotkb:P17676	physical association	reactome:R-HSA-3857308	8617720|8413306|18411265|19805069|8234276|18555778|8413215
reactome:R-HSA-2187305	uniprotkb:P17676	physical association	reactome:R-HSA-3857345	18555778
uniprotkb:O43663	uniprotkb:P63000	physical association	reactome:R-HSA-5671970	23716662|23444367|16431929
uniprotkb:Q7Z406	ChEBI:30616	physical association	reactome:R-HSA-5671919	12802051
uniprotkb:O14578	uniprotkb:P24844	enzymatic reaction	reactome:R-HSA-5671919	12802051
uniprotkb:Q99075	uniprotkb:Q13882	physical association	reactome:R-HSA-8847995	18719096
uniprotkb:Q9UEF7	ChEBI:30616	physical association	reactome:R-HSA-5654560	12419216|12974390|19652666|18452557
uniprotkb:P28482	uniprotkb:Q9UEF7	enzymatic reaction	reactome:R-HSA-5654560	12419216|12974390|19652666|18452557
uniprotkb:P21802	ChEBI:30616	physical association	reactome:R-HSA-5654562	12419216|12974390|19652666|18452557
uniprotkb:P28482	uniprotkb:Q8WU20	enzymatic reaction	reactome:R-HSA-5654562	12419216|12974390|19652666|18452557
uniprotkb:P22607	ChEBI:30616	physical association	reactome:R-HSA-5654565	12419216|12974390|19652666|18452557
uniprotkb:P28482	uniprotkb:P22607	enzymatic reaction	reactome:R-HSA-5654565	12419216|12974390|19652666|18452557
uniprotkb:Q8WU20	ChEBI:30616	physical association	reactome:R-HSA-5654566	12419216|12974390|19652666|18452557
uniprotkb:P27361	uniprotkb:Q86Z14	enzymatic reaction	reactome:R-HSA-5654566	12419216|12974390|19652666|18452557
ChEBI:30616	uniprotkb:P50548	physical association	reactome:R-HSA-3209160	14729966|7588608
uniprotkb:P27361	uniprotkb:P50548	enzymatic reaction	reactome:R-HSA-3209160	14729966|7588608
uniprotkb:P27361	uniprotkb:Q13950	enzymatic reaction	reactome:R-HSA-9009208	19801668
ChEBI:30616	uniprotkb:Q13950	physical association	reactome:R-HSA-9009208	19801668
uniprotkb:P28482	uniprotkb:Q08775	enzymatic reaction	reactome:R-NUL-9009236	19801668
ChEBI:30616	uniprotkb:Q08775	physical association	reactome:R-NUL-9009236	19801668
